59787;77
59788;77
59789;77
59790;77
59791;77
59792;77
59793;77
59794;77
59795;77
59796;77
59797;77
59798;77
59799;77
59800;77
59801;77
59802;77
59803;77
59804;77
59805;77
59806;77
59807;77
59808;77
59809;77
59810;77
59811;77
59812;77
59813;77
59814;77
59815;77
59816;77
59817;77
59818;77
59819;77
59820;77
59821;77
59822;77
59823;77
59824;77
59825;77
59826;77
59827;77
59828;77
59829;77
59830;77
59831;77
59832;77
59833;77
59834;77
59835;77
59836;77
59837;77
59838;77
59839;77
59840;77
59841;77
59842;77
59843;77
59844;77
59845;77
59846;77
59847;77
59848;77
59849;77
59850;77
59851;77
59852;77
59853;77
59854;77
59855;77
59856;77
59857;77
59858;77
59859;77
59860;77
59861;77
59862;77
59863;77
59864;77
59865;77
59866;77
59867;77
59868;77
59869;77
59870;77
59871;77
59872;77
59873;77
59874;77
59875;77
59876;77
59877;77
59878;77
59879;77
59880;77
59881;77
59882;77
59883;76
59884;76
59885;76
59886;76
59887;76
59888;76
59889;76
59890;76
59891;76
59892;76
59893;76
59894;76
59895;76
59896;76
59897;76
59898;76
59899;76
59900;76
59901;76
59902;76
59903;76
59904;77
59905;77
59906;77
59907;77
59908;77
59909;77
59910;77
59911;77
59912;77
59913;77
59914;77
59915;77
59916;77
59917;77
59918;77
59919;77
59920;77
59921;77
59922;77
59923;77
59924;77
59925;77
59926;77
59927;77
59928;77
59929;77
59930;77
59931;77
59932;77
59933;77
59934;77
59935;77
59936;77
59937;77
59938;77
59939;77
59940;77
59941;77
59942;77
59943;77
59944;77
59945;77
59946;77
59947;77
59948;77
59949;77
59950;77
59951;77
59952;77
59953;77
59954;77
59955;77
59956;77
59957;77
59958;77
59959;77
59960;77
59961;77
59962;77
59963;77
59964;77
59965;77
59966;77
59967;77
59968;77
59969;77
59970;77
59971;77
59972;77
59973;77
59974;77
59975;77
59976;77
59977;77
59978;77
59979;77
59980;77
59981;77
59982;77
59983;77
59984;77
59985;77
59986;77
59987;77
59988;77
59989;77
59990;77
59991;77
59992;77
59993;77
59994;77
59995;77
59996;77
59997;77
59998;77
59999;77
60000;77
60001;77
60002;77
60003;77
60004;77
60005;77
60006;77
60007;77
60008;77
60009;77
60010;77
60011;77
60012;77
60013;77
60014;77
60015;77
60016;77
60017;77
60018;77
60019;77
60020;77
60021;77
60022;77
60023;77
60024;77
60025;77
60026;77
60027;77
60028;77
60029;77
60030;77
60031;77
60032;77
60033;77
60034;77
60035;77
60036;77
60037;77
60038;77
60039;77
60040;77
60041;77
60042;77
60043;77
60044;77
60045;77
60046;77
60047;77
60048;77
60049;77
60050;77
60051;77
60052;77
60053;77
60054;77
60055;77
60056;77
60057;77
60058;77
60059;77
60060;77
60061;77
60062;77
60063;77
60064;77
60065;77
60066;77
60067;77
60068;77
60069;77
60070;77
60071;77
60072;77
60073;77
60074;77
60075;77
60076;77
60077;77
60078;77
60079;77
60080;77
60081;77
60082;77
60083;77
60084;77
60085;77
60086;77
60087;77
60088;77
60089;77
60090;77
60091;77
60092;77
60093;77
60094;77
60095;77
60096;77
60097;77
60098;77
60099;77
60100;77
60101;77
60102;77
60103;77
60104;77
60105;77
60106;77
60107;77
60108;77
60109;77
60110;77
60111;77
60112;77
60113;77
60114;77
60115;77
60116;77
60117;77
60118;77
60119;77
60120;77
60121;77
60122;77
60123;77
60124;77
60125;77
60126;77
60127;77
60128;77
60129;77
60130;77
60131;77
60132;77
60133;77
60134;77
60135;77
60136;77
60137;77
60138;77
60139;77
60140;77
60141;77
60142;77
60143;77
60144;77
60145;77
60146;77
60147;77
60148;77
60149;77
60150;77
60151;77
60152;77
60153;77
60154;77
60155;77
60156;77
60157;77
60158;77
60159;77
60160;77
60161;77
60162;77
60163;77
60164;77
60165;77
60166;77
60167;77
60168;77
60169;77
60170;77
60171;77
60172;77
60173;77
60174;77
60175;77
60176;77
60177;77
60178;77
60179;77
60180;77
60181;77
60182;77
60183;77
60184;77
60185;77
60186;77
60187;77
60188;77
60189;77
60190;77
60191;77
60192;77
60193;77
60194;77
60195;77
60196;77
60197;77
60198;77
60199;77
60200;77
60201;77
60202;77
60203;77
60204;77
60205;77
60206;77
60207;77
60208;77
60209;77
60210;77
60211;77
60212;77
60213;77
60214;77
60215;77
60216;77
60217;77
60218;77
60219;77
60220;77
60221;77
60222;77
60223;77
60224;77
60225;77
60226;77
60227;77
60228;76
60229;76
60230;76
60231;76
60232;76
60233;76
60234;76
60235;76
60236;76
60237;76
60238;76
60239;76
60240;76
60241;76
60242;76
60243;76
60244;76
60245;76
60246;76
60247;76
60248;76
60249;77
60250;77
60251;77
60252;77
60253;77
60254;77
60255;77
60256;77
60257;77
60258;77
60259;77
60260;77
60261;77
60262;77
60263;77
60264;77
60265;77
60266;77
60267;77
60268;77
60269;77
60270;77
60271;77
60272;77
60273;77
60274;77
60275;77
60276;77
60277;77
60278;77
60279;77
60280;77
60281;77
60282;77
60283;77
60284;77
60285;77
60286;77
60287;77
60288;77
60289;77
60290;77
60291;77
60292;77
60293;77
60294;77
60295;77
60296;77
60297;77
60298;77
60299;77
60300;77
60301;77
60302;77
60303;77
60304;77
60305;77
60306;77
60307;77
60308;77
60309;77
60310;77
60311;77
60312;77
60313;77
60314;77
60315;77
60316;77
60317;77
60318;77
60319;77
60320;77
60321;77
60322;77
60323;77
60324;77
60325;77
60326;77
60327;77
60328;77
60329;77
60330;77
60331;77
60332;77
60333;77
60334;77
60335;77
60336;77
60337;77
60338;77
60339;77
60340;77
60341;77
60342;77
60343;77
60344;77
60345;77
60346;77
60347;77
60348;77
60349;77
60350;77
60351;77
60352;77
60353;77
60354;77
60355;77
60356;77
